mva_cut value,signal count,error,zll count,unweighted count,error,mc weight,error,combined error,formatted error, enu count,unweighted count, error, mc weight,error,combined error,formatted error,munu count,unweighted count,error, mc weight,error,combined error,formatted error,taunu count,unweighted count, error,mc weight,error,combined error,formatted error,top count,error,mc weight,error,combined error,formatted error,VV count, error, mc weight, error,combined error,formatted error,znunu count,unweighted count,error,mc weight,error,combined error,formatted error,qcd count,error, mc weight, error,combined error,formatted error,data,,,,,,,,,
0.38,775.74,0,21.760788,25.375,5.03736042,0.857568,0.0396096,4.435264207,1.203819099,361.7539797,557.537,23.61222141,0.648843,0.055652,34.60435478,1.09565715,213.5128461,708.319,26.61426309,0.301436,0.0139093,12.70538178,1.059506404,537.53,537.53,23.18469323,0.757041,0.140602,77.58909202,1.144343743,2.96481,1.721862364,1,0,1.721862364,1.580766512,70.5347,8.398493913,1,0,8.398493913,1.119068968,1925.29,,220.215,0.445164,220.215,220.215,1.114380171,69.025,8.30812855,1,0,8.30812855,1.12036405,2889,,,,,,,,,0.531187383
0.39,771.399,0,21.78495785,25.2015,5.020109561,0.864431,0.0397793,4.453829273,1.204445164,357.0060298,550.412,23.46086102,0.648616,0.056258,34.50211438,1.096642946,211.621114,701.415,26.4842406,0.301706,0.0139607,12.63864748,1.059722999,530.453,530.453,23.0315653,0.748068,0.140324,76.40324899,1.144033965,2.96481,1.721862364,1,0,1.721862364,1.580766512,70.1859,8.377702549,1,0,8.377702549,1.119364467,1933.03,,221.101,0.449778,221.101,221.101,1.114380532,68.4951,8.276176654,1,0,8.276176654,1.12082874,2853,,,,,,,,,
0.4,771.2,0,21.54111896,24.9667,4.99666889,0.862794,0.039648,4.423280463,1.205341258,352.9381212,546.228,23.37152113,0.646137,0.0567499,34.48109936,1.097697294,208.951449,691.922,26.30441028,0.301987,0.0140432,12.55056989,1.060064527,524.789,524.789,22.90827361,0.715446,0.137931,74.21698416,1.141422522,2.96481,1.721862364,1,0,1.721862364,1.580766512,69.4363,8.332844652,1,0,8.332844652,1.120007037,1922.05,,220.11,0.451397,220.11,220.11,1.114518353,68.3881,8.269709789,1,0,8.269709789,1.120923228,2817,,,,,,,,,
0.41,766.704,0,21.47908631,24.5376,4.953544186,0.875354,0.0400333,4.445982329,1.206991222,342.6244608,539.873,23.23516731,0.634639,0.0568589,34.0547085,1.099393687,206.1317768,685.917,26.19001718,0.30052,0.014068,12.45227661,1.060409301,519.014,519.014,22.78187876,0.689948,0.139434,74.05552927,1.142685032,2.96481,1.721862364,1,0,1.721862364,1.580766512,68.0837,8.251284748,1,0,8.251284748,1.121193248,1932.1,,220.801,0.458101,220.801,220.801,1.114280317,67.8084,8.2345856,1,0,8.2345856,1.121439019,2778,,,,,,,,,
0.42,765.339,0,20.90948961,23.9549,4.894374322,0.872869,0.0401672,4.37916391,1.20943428,334.7147834,533.122,23.08943481,0.627839,0.0574654,33.89270891,1.101258476,205.5004817,677.294,26.02487272,0.303414,0.0141691,12.42768464,1.060475209,513.441,513.441,22.65923653,0.667787,0.139401,73.15618989,1.142482174,2.96481,1.721862364,1,0,1.721862364,1.580766512,67.7202,8.229228396,1,0,8.229228396,1.121518076,1920.68,,219.496,0.463657,219.496,219.496,1.114280359,67.3168,8.20468159,1,0,8.20468159,1.121881634,2734,,,,,,,,,
0.43,761.179,0,20.83908319,23.716,4.869907597,0.878693,0.0403902,4.385056146,1.210424619,335.0691466,527.403,22.96525637,0.635319,0.0588024,34.27323748,1.102287059,199.4849635,665.871,25.80447636,0.299585,0.014158,12.19174327,1.061116101,509.171,509.171,22.56481775,0.745819,0.152595,79.49868028,1.156133559,2.96481,1.721862364,1,0,1.721862364,1.580766512,65.4956,8.092935191,1,0,8.092935191,1.123564563,1911.75,,219.907,0.463988,219.907,219.907,1.115029162,65.51,8.093824807,1,0,8.093824807,1.123550982,2687,,,,,,,,,
0.44,758.891,0,21.49666325,23.675,4.86569625,0.90799,0.0412251,4.524526444,1.210475756,327.490519,519.204,22.78604836,0.630755,0.0595316,34.0871726,1.104085983,194.1732035,659.874,25.68801277,0.294258,0.0142199,12.04923778,1.062054071,505.517,505.517,22.48370521,0.79153,0.162716,84.15888099,1.166480813,2.52958,1.590465341,1,0,1.590465341,1.628746804,65.0649,8.066281671,1,0,8.066281671,1.123972859,1938.5,,222.982,0.470404,222.982,222.982,1.115028115,65.1542,8.071815161,1,0,8.071815161,1.123887872,2646,,,,,,,,,
0.45,757.728,0,21.41986425,23.5519,4.853029981,0.909475,0.0413759,4.520004909,1.211019307,322.3539501,513.804,22.66724509,0.627387,0.0604264,34.14933573,1.105937389,191.4488196,651.377,25.52208847,0.293914,0.0141978,11.90786374,1.062198679,499.002,499.002,22.33835267,0.79424,0.166055,84.73991467,1.169818788,2.48632,1.5768069,1,0,1.5768069,1.634193064,63.8257,7.989098823,1,0,7.989098823,1.125170563,1935.12,,222.578,0.477243,222.578,222.578,1.115020257,63.9594,7.997462097,1,0,7.997462097,1.125039667,2598,,,,,,,,,
0.46,753.303,0,20.52821599,23.207,4.817364425,0.88457,0.0410117,4.366289993,1.212697002,308.2402918,505.685,22.48744094,0.60955,0.0603239,33.44303018,1.108496621,187.6623074,637.191,25.24264249,0.294515,0.0141836,11.70250844,1.062359398,490.544,490.544,22.14822792,0.823637,0.174867,87.69820606,1.178777451,2.48632,1.5768069,1,0,1.5768069,1.634193064,61.8628,7.86529084,1,0,7.86529084,1.12714088,1861.19,,217.928,0.46714,217.928,217.928,1.117090679,63.4142,7.963303335,1,0,7.963303335,1.125576028,2552,,,,,,,,,
0.47,749.228,0,20.27868701,22.8938,4.784746597,0.885772,0.0413871,4.342817581,1.214156744,297.8731439,498.894,22.33593517,0.597067,0.0607781,33.12496889,1.111204953,184.7846858,627.086,25.04168525,0.294672,0.0141445,11.53796095,1.062440028,482.203,482.203,21.95912111,0.806965,0.178664,87.95583364,1.182404161,2.48632,1.5768069,1,0,1.5768069,1.634193064,61.3777,7.834392127,1,0,7.834392127,1.127642322,1847.97,,216.285,0.474521,216.285,216.285,1.117039238,63.0952,7.943248706,1,0,7.943248706,1.125893074,2498,,,,,,,,,
0.48,740.37,0,20.76584046,22.5249,4.746040455,0.921906,0.0429637,4.48114928,1.215794265,290.5588539,493.592,22.21693048,0.588662,0.0610728,32.85977365,1.113091627,179.1958894,616.985,24.83918276,0.290438,0.0142015,11.34988594,1.06333787,477.011,477.011,21.84058149,0.770206,0.180498,87.72742154,1.183910689,2.48632,1.5768069,1,0,1.5768069,1.634193064,60.7558,7.794600695,1,0,7.794600695,1.128293936,1833.68,,217.366,0.469108,217.366,217.366,1.118540858,61.0047,7.810550557,1,0,7.810550557,1.128031948,2455,,,,,,,,,
0.49,737.918,0,20.11059909,22.1033,4.701414681,0.909846,0.0428955,4.381381361,1.217864288,279.9036512,486.279,22.05173463,0.575603,0.0611917,32.35038055,1.115576844,177.5908468,611.564,24.72982006,0.290388,0.0142497,11.29223474,1.06358568,469.663,469.663,21.67170967,0.715699,0.175586,83.91218706,1.178664675,2.42489,1.557205831,1,0,1.557205831,1.642175864,60.1239,7.753960278,1,0,7.753960278,1.128966356,1800.25,,214.873,0.471163,214.873,214.873,1.119357311,59.5468,7.716657307,1,0,7.716657307,1.12958979,2401,,,,,,,,,
0.5,734.837,0,19.76438355,21.5433,4.641476058,0.917426,0.0435077,4.360147884,1.220606318,273.8008076,474.663,21.78676204,0.576832,0.0628486,32.37096886,1.118228172,172.4931966,603.083,24.55774827,0.286019,0.014215,11.08285421,1.064250964,462.079,462.079,21.49602289,0.750082,0.185895,87.39835734,1.189141591,2.42489,1.557205831,1,0,1.557205831,1.642175864,56.0854,7.489018627,1,0,7.489018627,1.133528844,1767.43,,213.973,0.467936,213.973,213.973,1.121064483,58.7329,7.663739296,1,0,7.663739296,1.130484606,2359,,,,,,,,,
0.51,727.945,0,19.11529907,21.5397,4.641088234,0.887445,0.0428485,4.22085322,1.220810211,275.4269599,466.876,21.60731358,0.589936,0.0651025,32.9594877,1.11966689,170.6702027,592.751,24.34647818,0.287929,0.0142784,10.98964696,1.064391129,453.579,453.579,21.29739421,0.693737,0.184183,84.8379838,1.187041251,2.42489,1.557205831,1,0,1.557205831,1.642175864,53.8158,7.3359253,1,0,7.3359253,1.136315456,1697.75,,210.074,0.458786,210.074,210.074,1.12373671,58.3147,7.636406223,1,0,7.636406223,1.130951651,2307,,,,,,,,,
0.52,722.087,0,20.75745252,21.1252,4.596215835,0.982592,0.0457117,4.61829222,1.222488391,276.7471931,459.716,21.44098878,0.601996,0.0674125,33.5710931,1.121305993,164.691037,584.502,24.17647617,0.281763,0.0145339,10.88900621,1.066117783,444.455,444.455,21.08210141,0.571001,0.16856,75.87831122,1.170722146,2.42489,1.557205831,1,0,1.557205831,1.642175864,51.9543,7.20793313,1,0,7.20793313,1.138736026,1769.73,,218.007,0.472321,218.007,218.007,1.123186588,56.7982,7.536458054,1,0,7.536458054,1.132688326,2259,,,,,,,,,
0.53,719.35,0,23.63232906,20.3734,4.513690286,1.15996,0.050889,5.337365758,1.225850179,267.2711984,449.623,21.2043156,0.594434,0.0680405,33.08746976,1.123797364,155.5100715,575.831,23.99647891,0.270062,0.0147329,10.67566659,1.068649358,432.371,432.371,20.79353265,0.520294,0.166625,72.85160981,1.168493284,2.42489,1.557205831,1,0,1.557205831,1.642175864,51.5791,7.181859091,1,0,7.181859091,1.139239713,1879.22,,233.018,0.475942,233.018,233.018,1.12399719,56.0878,7.48917886,1,0,7.48917886,1.133525987,2201,,,,,,,,,
0.54,712.436,0,21.82399715,19.5882,4.425855849,1.11414,0.050204,5.028128432,1.230394478,257.7664085,438.42,20.93848132,0.587944,0.0683913,32.41294942,1.125745436,153.0140926,562.678,23.72083472,0.271939,0.014783,10.52619443,1.06879232,423.886,423.886,20.58849193,0.548072,0.17896,76.69329278,1.180929054,1.91264,1.382982285,1,0,1.382982285,1.723075061,50.2015,7.085301687,1,0,7.085301687,1.141137251,1787.02,,226.846,0.465006,226.846,226.846,1.126940941,55.8429,7.472810716,1,0,7.472810716,1.133818457,2149,,,,,,,,,
0.55,708.358,0,20.38176522,19.1134,4.371887464,1.06636,0.0514606,4.764634573,1.233769476,252.7629821,424.891,20.61288432,0.594889,0.0702888,32.28449833,1.127726371,152.9779703,554.266,23.54285454,0.276001,0.0148891,10.50362749,1.068661046,411.239,411.239,20.27902858,0.521566,0.185254,76.91437658,1.187030842,1.91264,1.382982285,1,0,1.382982285,1.723075061,49.9112,7.064785913,1,0,7.064785913,1.141547106,1659.14,,212.214,0.46898,212.214,212.214,1.127906024,54.7742,7.400959397,1,0,7.400959397,1.135117617,2099,,,,,,,,,
0.56,701.748,0,19.22656868,18.4018,4.289731926,1.04482,0.051717,4.581922033,1.238312,246.0441936,413.178,20.32678036,0.595492,0.0714968,31.92463637,1.129751635,152.6286376,546.095,23.36867562,0.279491,0.0150443,10.49546061,1.068764688,403.214,403.214,20.08018924,0.492178,0.185908,75.60940431,1.187516813,1.91264,1.382982285,1,0,1.382982285,1.723075061,46.9747,6.85380916,1,0,6.85380916,1.145904267,1605.53,,206.9,0.472854,206.9,206.9,1.128867103,53.8628,7.339128014,1,0,7.339128014,1.136255969,2034,,,,,,,,,
0.57,694.046,0,18.11529512,17.953,4.237098064,1.00904,0.0512138,4.373148727,1.24140643,240.1323023,403.146,20.07849596,0.595646,0.0730672,31.79204195,1.132393858,150.9846004,536.466,23.16173569,0.281443,0.0150305,10.36876115,1.068674296,392.567,392.567,19.81330361,0.455301,0.181985,72.0086028,1.183430097,1.91264,1.382982285,1,0,1.382982285,1.723075061,45.1412,6.718720116,1,0,6.718720116,1.148837871,1539.4,,201.309,0.470371,201.309,201.309,1.13077108,52.8909,7.27261301,1,0,7.27261301,1.13750216,1966,,,,,,,,,
0.58,689.246,0,17.99788398,16.8649,4.106689664,1.06718,0.0535796,4.474762694,1.248627155,235.4599125,393.217,19.82969995,0.598804,0.0753325,31.91329481,1.135536,142.557751,522.268,22.85318359,0.272959,0.0151396,10.07134257,1.070647457,380.979,380.979,19.51868336,0.518378,0.205455,78.92528407,1.207164395,1.91264,1.382982285,1,0,1.382982285,1.723075061,44.0167,6.634508271,1,0,6.634508271,1.150727071,1549.35,,204.354,0.474555,204.354,204.354,1.131896602,49.8572,7.060963107,1,0,7.060963107,1.14162374,1908,,,,,,,,,
0.59,682.049,0,15.90505512,15.446,3.930139947,1.02972,0.0529596,4.128789197,1.259589745,223.7700709,381.971,19.54407839,0.58583,0.0762215,31.28481514,1.139807862,138.7778942,507.155,22.52010213,0.27364,0.0152723,9.897816182,1.071321274,369.077,369.077,19.21137684,0.55486,0.21079,78.52462081,1.212759453,1.91264,1.382982285,1,0,1.382982285,1.723075061,43.3127,6.581238485,1,0,6.581238485,1.151947084,1486.02,,199.478,0.470021,199.478,199.478,1.134236417,48.8635,6.9902432,1,0,6.9902432,1.143056539,1857,,,,,,,,,
0.6,676.9,0,15.18531714,15.2127,3.900346138,0.9982,0.0530124,3.975973353,1.261830116,206.825826,370.225,19.24123177,0.558649,0.076061,30.14151337,1.145733799,144.0775235,495.008,22.24877525,0.291061,0.0152856,9.95927627,1.069124427,364.59,364.59,19.09423997,0.59058,0.212486,78.28669284,1.214725288,1.91264,1.382982285,1,0,1.382982285,1.723075061,41.6431,6.453146519,1,0,6.453146519,1.154963164,1389.85,,193.625,0.450377,193.625,193.625,1.139313595,47.9459,6.924297798,1,0,6.924297798,1.144418976,1801,,,,,,,,,
0.61,670.852,0,14.05108971,14.1311,3.759135539,0.994338,0.053702,3.814107181,1.27144565,196.2052782,360.696,18.99199832,0.543963,0.0772275,29.70968979,1.151421461,142.2002869,486.604,22.05910243,0.29223,0.0154586,9.906509594,1.06966589,354.271,354.271,18.82208809,0.635393,0.234014,83.76253932,1.236436342,1.66307,1.289600713,1,0,1.289600713,1.775433814,39.9596,6.321360613,1,0,6.321360613,1.158193791,1343.29,,190.849,0.446207,190.849,190.849,1.142075799,47.1346,6.865464296,1,0,6.865464296,1.145656573,1748,,,,,,,,,
0.62,661.086,0,14.38687371,13.9169,3.730536154,1.03377,0.056134,3.934845547,1.273502474,190.7758621,351.373,18.74494599,0.542944,0.0784416,29.3812662,1.154009348,139.2192991,473.909,21.76945107,0.293768,0.0157698,9.836189922,1.070652488,345.425,345.425,18.58561272,0.633158,0.241521,84.25322986,1.243911789,1.66307,1.289600713,1,0,1.289600713,1.775433814,38.6776,6.219131772,1,0,6.219131772,1.160794149,1315.09,,190.105,0.441009,190.105,190.105,1.144556646,45.5753,6.750948082,1,0,6.750948082,1.148127343,1700,,,,,,,,,
0.63,651.571,0,13.69667696,13.1149,3.621449986,1.04436,0.0569477,3.855135079,1.281464993,197.3418218,340.851,18.46215047,0.578968,0.0815699,29.78710339,1.150941666,132.5341081,460.001,21.4476339,0.288117,0.01586,9.5609278,1.072139376,334.113,334.113,18.27875816,0.530021,0.227404,76.59381436,1.229245238,1.56038,1.249151712,1,0,1.249151712,1.800543273,37.7439,6.143606433,1,0,6.143606433,1.162770843,1297.93,,189.087,0.446244,189.087,189.087,1.145683511,45.1334,6.718139623,1,0,6.718139623,1.148850732,1651,,,,,,,,,
0.64,645.381,0,15.41269418,12.9825,3.603123645,1.18719,0.0626876,4.354323693,1.282515415,178.3816753,329.632,18.15577043,0.541154,0.0795648,28.00701607,1.157006128,123.3299003,447.509,21.15440852,0.275592,0.0160039,9.234792473,1.07487878,325.593,325.593,18.04419574,0.590735,0.249379,81.89274154,1.251518741,1.56038,1.249151712,1,0,1.249151712,1.800543273,35.69,5.974110812,1,0,5.974110812,1.167388927,1351.18,,196.845,0.462725,196.845,196.845,1.145683773,42.0096,6.481481312,1,0,6.481481312,1.154285718,1605,,,,,,,,,
0.65,638.028,0,13.4177985,12.0339,3.468991208,1.115,0.0619786,3.939178723,1.293578617,173.3934972,319.531,17.87543006,0.54265,0.0823693,28.05014117,1.161771587,120.7582016,436.01,20.88085247,0.276962,0.0161424,9.109465707,1.075435586,314.141,314.141,17.72402325,0.617492,0.258359,81.89574984,1.260697425,1.56038,1.249151712,1,0,1.249151712,1.800543273,33.9751,5.828816346,1,0,5.828816346,1.171561418,1243.71,,187.196,0.452764,187.196,187.196,1.150514187,38.1868,6.179546909,1,0,6.179546909,1.161824162,1564,,,,,,,,,
0.66,632.983,0,12.37632628,11.8554,3.443167147,1.04394,0.0615787,3.667846866,1.296359904,165.6551136,311.839,17.65896373,0.53122,0.0830497,27.54474045,1.166277635,118.4669839,417.443,20.43142188,0.283792,0.0165515,9.019895607,1.076138476,305.424,305.424,17.47638407,0.600041,0.259617,79.9836806,1.261877523,1.24979,1.11794007,1,0,1.11794007,1.894502332,32.1303,5.668359551,1,0,5.668359551,1.176417884,1108.9,,177.137,0.419795,177.137,177.137,1.159741185,37.7829,6.146779645,1,0,6.146779645,1.162686815,1514,,,,,,,,,
0.67,622.174,0,11.03708477,11.1178,3.334336516,0.99274,0.0609966,3.378881508,1.306138947,161.4570738,301.236,17.35615165,0.535982,0.0858674,27.48829308,1.170251401,117.1255083,406.515,20.16221714,0.288121,0.0168893,8.993602931,1.076786031,298.077,298.077,17.2649066,0.732185,0.321349,96.61727711,1.324135298,1.23246,1.11016215,1,0,1.11016215,1.900769315,30.7073,5.541416786,1,0,5.541416786,1.180459265,1038.72,,169.819,0.415332,169.819,169.819,1.163488717,36.5996,6.049760326,1,0,6.049760326,1.165295804,1458,,,,,,,,,
0.68,614.036,0,9.562948048,10.8139,3.288449483,0.88432,0.0599882,2.979517781,1.31156896,157.6511641,285.295,16.8906779,0.55259,0.0893665,27.15056299,1.172219236,118.6290538,396.908,19.92255004,0.298883,0.0172764,9.081662582,1.07655513,285.276,285.276,16.89011545,0.833228,0.362778,104.444352,1.366116855,1.23246,1.11016215,1,0,1.11016215,1.900769315,28.7738,5.36412155,1,0,5.36412155,1.186423814,902.677,,150.527,0.404805,150.527,150.527,1.166756215,35.064,5.9214863,1,0,5.9214863,1.16887652,1402,,,,,,,,,
0.69,605.254,0,8.56649565,10.1923,3.192538175,0.840487,0.0604056,2.753012938,1.321369793,143.7081646,276.305,16.62242461,0.520107,0.0884218,25.91594523,1.18033732,114.6842543,383.157,19.57439654,0.299314,0.0172135,8.821953709,1.076923844,273.908,273.908,16.55016616,0.83233,0.369862,102.2404008,1.373265479,0.950159,0.974760996,1,0,0.974760996,2.025892505,28.378,5.327100525,1,0,5.327100525,1.187719379,818.683,,142.261,0.386982,142.261,142.261,1.173768113,32.6666,5.715470234,1,0,5.715470234,1.174963732,1341,,,,,,,,,
0.7,597.57,0,9.098045218,9.98986,3.160673979,0.910728,0.0637413,2.94810385,1.324037063,142.8274076,270.039,16.43286341,0.528914,0.0920482,26.33237877,1.184365026,109.2487475,369.262,19.21619109,0.295857,0.0175641,8.62479105,1.078946361,265.44,265.44,16.29232948,0.749788,0.360559,96.48322924,1.363484137,0.950159,0.974760996,1,0,0.974760996,2.025892505,26.6437,5.161753578,1,0,5.161753578,1.193732611,806.957,,145.307,0.370541,145.307,145.307,1.180067835,31.606,5.62192138,1,0,5.62192138,1.177875131,1278,,,,,,,,,
0.71,584.94,0,9.593576177,9.84522,3.137709356,0.97444,0.0674912,3.128878242,1.326143055,154.6935275,263.383,16.22907884,0.587333,0.103307,28.83059196,1.186372322,105.9607491,357.671,18.91219183,0.296252,0.0179772,8.528481396,1.080487175,257.065,257.065,16.03324671,0.914485,0.456808,118.3411633,1.46035502,0.950159,0.974760996,1,0,0.974760996,2.025892505,23.8826,4.886982709,1,0,4.886982709,1.204625238,805.923,,146.653,0.373516,146.653,146.653,1.181968997,30.3551,5.509546261,1,0,5.509546261,1.18150315,1235,,,,,,,,,
0.72,574.535,0,8.599440041,8.99081,2.998467942,0.95647,0.0683298,2.933005346,1.341069341,154.8382254,254.749,15.96085837,0.607807,0.108848,29.37694189,1.189726676,103.0361204,343.337,18.52935509,0.300102,0.0180898,8.336461814,1.080908149,248.819,248.819,15.77399759,0.898027,0.467557,117.196303,1.471010265,0.950159,0.974760996,1,0,0.974760996,2.025892505,23.2654,4.823422022,1,0,4.823422022,1.207321689,769.779,,142.403,0.377433,142.403,142.403,1.184992056,28.8572,5.371889798,1,0,5.371889798,1.186154228,1172,,,,,,,,,
0.73,566.078,0,6.836114684,7.33351,2.708045421,0.932175,0.0692083,2.574888699,1.37665967,142.7508653,245.451,15.66687589,0.581586,0.108771,28.20997124,1.197616814,96.51665498,328.384,18.1213686,0.293914,0.0182236,8.011236194,1.083003666,239.709,239.709,15.48253855,0.840562,0.458525,110.6803413,1.461727934,0.950159,0.974760996,1,0,0.974760996,2.025892505,22.5737,4.751178801,1,0,4.751178801,1.210474083,704.923,,137.609,0.354889,137.609,137.609,1.195211392,28.3518,5.324640833,1,0,5.324640833,1.187806095,1119,,,,,,,,,
0.74,558.051,0,6.594210591,6.96522,2.639170324,0.946734,0.0729742,2.549767305,1.386667558,132.1159471,233.602,15.28404397,0.56556,0.108952,26.87923951,1.203451893,91.8560493,316.98,17.80393215,0.289785,0.0184192,7.791456723,1.084822467,232.749,232.749,15.25611353,0.911473,0.488563,114.5596259,1.492202441,0.950159,0.974760996,1,0,0.974760996,2.025892505,21.7074,4.659120089,1,0,4.659120089,1.214632802,669.528,,133.089,0.356632,133.089,133.089,1.198780335,26.1771,5.116356125,1,0,5.116356125,1.195451602,1080,,,,,,,,,
0.75,548.695,0,5.824810394,6.65959,2.580618143,0.87465,0.073379,2.309431259,1.396481791,118.1364574,222.408,14.91334972,0.53117,0.107765,25.2429374,1.213676099,89.07288421,304.556,17.45153288,0.292468,0.0187944,7.669063883,1.086098749,225.643,225.643,15.02141804,0.908852,0.496507,112.8620867,1.500179871,0.950159,0.974760996,1,0,0.974760996,2.025892505,20.356,4.511762405,1,0,4.511762405,1.221642877,604.077,,122.503,0.357075,122.503,122.503,1.202793684,24.9991,4.999909999,1,0,4.999909999,1.2000036,1032,,,,,,,,,
0.76,537.12,0,4.315197305,5.11025,2.260586207,0.84442,0.0756909,1.947678798,1.451353359,113.1095988,214.8,14.65605677,0.526581,0.109616,24.77806948,1.219062482,87.36866045,292.709,17.10874046,0.298483,0.0189601,7.541767043,1.086321193,220.384,220.384,14.84533597,0.867201,0.508389,112.7780042,1.511734083,0.486207,0.697285451,1,0,0.697285451,2.434132892,19.9798,4.469876956,1,0,4.469876956,1.223719805,566.746,,114.934,0.375937,114.934,114.934,1.202796314,24.7858,4.978533921,1,0,4.978533921,1.200862345,985,,,,,,,,,
0.77,531.087,0,4.077436963,5.10925,2.260365015,0.79805,0.0749606,1.844093756,1.452267876,112.8535198,204.057,14.28485212,0.553049,0.115967,24.94779858,1.22106354,85.18085624,279.407,16.71547187,0.304863,0.0195662,7.473677172,1.08773893,213.544,213.544,14.61314477,0.782131,0.494143,106.1384475,1.497033153,0.439685,0.663087475,1,0,0.663087475,2.50809665,19.6,4.427188724,1,0,4.427188724,1.225876976,529.691,,108.997,0.383791,108.997,108.997,1.205774688,24.5724,4.957055578,1,0,4.957055578,1.201732658,934,,,,,,,,,
0.78,516.531,0,3.795927506,5.10925,2.260365015,0.742952,0.0750853,1.722603721,1.453803113,111.8647588,194.019,13.92907032,0.576566,0.122834,25.14891309,1.224815334,82.83869882,267.288,16.34894492,0.309923,0.0202965,7.423231186,1.089610669,199.945,199.945,14.14019095,0.705224,0.478533,96.19852876,1.481124953,0.439685,0.663087475,1,0,0.663087475,2.50809665,19.5243,4.41863101,1,0,4.41863101,1.226314439,482.111,,100.564,0.392105,100.564,100.564,1.208590968,24.3072,4.93023326,1,0,4.93023326,1.20283016,891,,,,,,,,,
0.79,502.55,,2.948779937,4.21066,2.051989279,0.700313,0.0748415,1.471182236,1.498912183,109.8961187,187.545,13.69470701,0.585972,0.12835,25.37377352,1.230888714,77.77306721,253.996,15.93725196,0.306198,0.0206158,7.15773129,1.092033548,185.992,185.992,13.6378884,0.633221,0.480874,89.85466652,1.483110384,0.439685,0.663087475,1,0,0.663087475,2.50809665,18.7473,4.329815239,1,0,4.329815239,1.230956737,446.444,,95.2041,0.393033,95.2041,95.2041,1.213249814,22.267,4.718792218,1,0,4.718792218,1.211918634,833,,,,,,,,,
0.8,493.212,,2.606134022,4.0966,2.024005929,0.63617,0.0744134,1.323205534,1.507727355,92.52029472,176.343,13.27942017,0.524661,0.123771,22.91118919,1.2476342,73.51628107,241.919,15.55374553,0.303888,0.0209139,6.923795925,1.094180443,176.329,176.329,13.27889303,0.638217,0.552727,97.82957014,1.554812709,0.439685,0.663087475,1,0,0.663087475,2.50809665,16.2207,4.027493017,1,0,4.027493017,1.248293416,399.019,,87.08,0.395122,87.08,87.08,1.218235222,21.9256,4.682477976,1,0,4.682477976,1.213562136,796,,,,,,,,,
0.81,475.805,,1.802611804,3.45929,1.859916665,0.521093,0.0747923,1.003129455,1.556486678,90.08065989,168.309,12.97339585,0.53521,0.128875,22.7750707,1.25282975,69.74130992,230.713,15.18923961,0.302286,0.0212216,6.712198376,1.096244226,168.918,168.918,12.99684577,0.190934,0.436112,73.70895133,1.436359366,0.439685,0.663087475,1,0,0.663087475,2.50809665,14.9581,3.867570297,1,0,3.867570297,1.258560265,310.142,,70.1915,0.387044,70.1915,70.1915,1.226320524,20.8982,4.571454911,1,0,4.571454911,1.21874874,757,,,,,,,,,
0.82,460.099,,1.605056779,3.36504,1.834404536,0.47698,0.07451,0.910189584,1.567076253,78.5856309,157.22,12.53873997,0.499845,0.126152,20.80031287,1.264683411,66.71615722,218.931,14.79631711,0.304736,0.0215885,6.532196814,1.097910268,156.234,156.234,12.49935998,0.328531,0.437808,68.52364899,1.438596266,0.439685,0.663087475,1,0,0.663087475,2.50809665,14.3615,3.789656977,1,0,3.789656977,1.263876126,263.779,,64.8493,0.351255,64.8493,64.8493,1.245847092,19.9682,4.468579193,1,0,4.468579193,1.223784777,726,,,,,,,,,
0.83,447.11,,1.892756636,2.99704,1.731196118,0.631542,0.0912437,1.127003212,1.59542954,67.13569765,148.705,12.19446596,0.451469,0.123312,19.14573907,1.285179714,69.54918678,211.635,14.54768023,0.328628,0.0229644,6.817338064,1.098021823,149.415,149.415,12.22354286,0.176128,0.395138,59.0787847,1.395400627,0.439685,0.663087475,1,0,0.663087475,2.50809665,12.9807,3.602873853,1,0,3.602873853,1.277556207,289.35,,70.9784,0.368385,70.9784,70.9784,1.24530292,17.284,4.157403036,1,0,4.157403036,1.240534774,675,,,,,,,,,
0.84,436.933,,2.379868052,2.50925,1.584061236,0.948438,0.118441,1.531497304,1.64352194,70.6889367,141.074,11.87745764,0.501077,0.138733,20.45651192,1.289387744,64.33295171,197.226,14.04371746,0.326189,0.024342,6.635744476,1.103146899,139.957,139.957,11.83034235,0.175284,0.414704,58.07775978,1.414968596,0.439685,0.663087475,1,0,0.663087475,2.50809665,11.5003,3.391209224,1,0,3.391209224,1.294880066,322.102,,83.3541,0.34773,83.3541,83.3541,1.25878169,16.2922,4.036359746,1,0,4.036359746,1.247747987,635,,,,,,,,,
0.85,426.218,,3.085369853,2.48772,1.577250773,1.24024,0.152431,1.992585263,1.645817311,68.76747688,132.921,11.529137,0.517356,0.144354,20.09338834,1.292193189,61.1752946,191.128,13.82490506,0.320075,0.0246206,6.459424394,1.105588775,133.684,133.684,11.56217973,0.275159,0.415118,55.58575383,1.415799601,0.434254,0.658979514,1,0,0.658979514,2.517497856,9.78328,3.127823524,1,0,3.127823524,1.319711132,313.311,,87.0697,0.319996,87.0697,87.0697,1.277901829,16.2736,4.034055032,1,0,4.034055032,1.247889529,595,,,,,,,,,
