mva_cut value,signal count,error,zll count,unweighted count,error,mc weight,error,combined error,formatted error, enu count,unweighted count, error, mc weight,error,combined error,formatted error,munu count,unweighted count,error, mc weight,error,combined error,formatted error,taunu count,unweighted count, error,mc weight,error,combined error,formatted error,top count,error,mc weight,error,combined error,formatted error,VV count, error, mc weight, error,combined error,formatted error,znunu count,unweighted count,error,mc weight,error,combined error,formatted error,qcd count,error, mc weight, error,combined error,formatted error,data,,,,,,,,,
0.5,180.642,0,1.902449257,2.62709,1.620830034,0.724166,0.121393,1.216302952,1.639335292,19.53891461,41.2878,6.425558341,0.473237,0.290751,12.38361081,1.633792156,17.26569333,56.0458,7.486374289,0.308064,0.0430401,3.337323571,1.193292184,41.3031,,0,0.429172222,0.679842461,0,0,0,0,1,0,0,0,0.906333,0.952015231,1,0,0.952015231,2.050403363,149.989,,63.0936,,63.0936,63.0936,1.420654848,2.23947,1.496485884,1,0,1.496485884,1.668232164,138,,,,,,,,,
0.51,168.427,0,2.08773266,2.62709,1.620830034,0.794694,0.132079,1.333981301,1.638961744,14.86419726,36.0484,6.004031979,0.41234,0.287717,10.66311596,1.71736911,17.2039002,53.7063,7.328458228,0.320333,0.043155,3.29889206,1.191752569,40.3744,,0,0.420102315,0.684021341,0,0,0,0,1,0,0,0,0.883301,0.939840944,1,0,0.939840944,2.064009827,152.108,,63.9855,,63.9855,63.9855,1.420658348,2.23947,1.496485884,1,0,1.496485884,1.668232164,121,,,,,,,,,
0.52,159.194,0,1.949494286,2.46893,1.571282915,0.789611,0.132531,1.283124453,1.658183233,15.85773554,32.7112,5.719370595,0.48478,0.346664,11.67383714,1.736160413,14.85475359,47.8066,6.9142317,0.310726,0.0433382,2.984682369,1.200924394,33.3682,,0,0.411224087,0.688030112,0,0,0,0,1,0,0,0,0.814716,0.902616198,1,0,0.902616198,2.107890599,150.654,,63.3741,,63.3741,63.3741,1.420659923,2.23947,1.496485884,1,0,1.496485884,1.668232164,112,,,,,,,,,
0.53,151.547,0,2.239907115,2.46893,1.571282915,0.907238,0.139794,1.466714552,1.654810435,16.34624847,27.8852,5.2806439,0.586198,0.433011,12.46507373,1.762564802,12.87323786,43.1743,6.570715334,0.298169,0.0439372,2.727058774,1.211839384,29.1293,,0,0.402533486,0.691872731,0,0,0,0,1,0,0,0,0.70658,0.840583131,1,0,0.840583131,2.189650331,149.266,,60.9453,,60.9453,60.9453,1.408299948,1.45155,1.204802888,1,0,1.204802888,1.83001129,96,,,,,,,,,
0.54,145.79,0,1.596384045,2.09043,1.44583194,0.763663,0.12789,1.136033814,1.711629396,15.91220767,25.2606,5.025992439,0.629922,0.471568,12.32563802,1.774602637,10.56858491,38.1911,6.179894821,0.276729,0.0440197,2.398110809,1.226909357,25.4445,,0,0.394026549,0.695553068,0,0,0,0,1,0,0,0,0.70658,0.840583131,1,0,0.840583131,2.189650331,123.716,,55.3333,,55.3333,55.3333,1.447260662,0.98354,0.991735852,1,0,0.991735852,2.008333013,84,,,,,,,,,
0.55,139.811,0,1.245627178,1.34198,1.158438604,0.928201,0.147347,1.093294199,1.8777058,13.08799131,19.9023,4.46119939,0.657612,0.496391,10.30571857,1.787417895,8.500334106,34.7534,5.895201438,0.24459,0.0427096,2.069360898,1.243444654,23.0801,,0,0.385699392,0.69907491,0,0,0,0,1,0,0,0,0.623525,0.789635992,1,0,0.789635992,2.266406306,131.868,,58.9799,,58.9799,58.9799,1.447264689,0.98354,0.991735852,1,0,0.991735852,2.008333013,77,,,,,,,,,
0.56,132.496,0,1.175159808,1.34198,1.158438604,0.875691,0.147347,1.033526333,1.879477264,16.46740538,19.1194,4.372573613,0.861293,0.688296,13.68808859,1.831223151,7.926802455,33.015,5.745868081,0.240097,0.0430557,1.98086296,1.249894326,18.7791,,0,0.377548218,0.702441963,0,0,0,0,1,0,0,0,0.553062,0.743681383,1,0,0.743681383,2.34466187,124.408,,55.6438,,55.6438,55.6438,1.447268664,0.98354,0.991735852,1,0,0.991735852,2.008333013,71,,,,,,,,,
0.57,125.431,0,0.696107825,1.06481,1.031896313,0.653739,0.129586,0.68855831,1.989154677,16.51314177,18.2752,4.274950292,0.903582,0.730127,13.89109125,1.841214316,6.692597583,26.7398,5.171054051,0.250286,0.044892,1.765228338,1.263758326,16.7312,,0,0.369569306,0.705657852,0,0,0,0,1,0,0,0,0.487877,0.698481925,1,0,0.698481925,2.431676274,92.8757,,46.4428,,46.4428,46.4428,1.500053297,0.98354,0.991735852,1,0,0.991735852,2.008333013,66,,,,,,,,,
0.58,110.993,0,0.506842853,0.798706,0.89370353,0.63458,0.129586,0.576493555,2.137420703,16.39028008,17.4925,4.182403615,0.936989,0.76364,13.92095352,1.849342015,5.150853815,22.2452,4.71648174,0.231549,0.043565,1.460086773,1.283464999,14.1711,,0,0.361759016,0.708726125,0,0,0,0,1,0,0,0,0.359651,0.599709096,1,0,0.599709096,2.667475125,90.1538,,45.0819,,45.0819,45.0819,1.500055461,0.98354,0.991735852,1,0,0.991735852,2.008333013,60,,,,,,,,,
0.59,103.041,0,0.451994115,0.798706,0.89370353,0.565908,0.134414,0.51702289,2.143870844,16.5440124,16.4781,4.059322604,1.004,0.832088,14.30412516,1.864610399,4.240915938,18.8455,4.341140403,0.225036,0.0438902,1.28004194,1.301831481,13.5532,,0,0.354113785,0.711650253,0,0,0,0,1,0,0,0,0.262276,0.51212889,1,0,0.51212889,2.952633447,77.6949,,38.8526,,38.8526,38.8526,1.500066285,0.807766,0.898758032,1,0,0.898758032,2.112646524,57,,,,,,,,,
0.6,98.0075,0,0.198898114,0.471212,0.686448833,0.422099,0.121064,0.295311756,2.484738847,16.74194304,15.952,3.993995493,1.04952,0.879502,14.64263427,1.874607818,3.97265539,17.7972,4.218672777,0.223218,0.0446191,1.231809699,1.310072125,12.2974,,0,0.346630125,0.714433632,0,0,0,0,1,0,0,0,0.262276,0.51212889,1,0,0.51212889,2.952633447,54.8949,,31.6972,,31.6972,31.6972,1.577416117,0.807766,0.898758032,1,0,0.898758032,2.112646524,49,,,,,,,,,
